unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
CC1535,14579,"THE RELATION BETWEEN CONTENT AND STRUCTURE IN LANGUAGE PRODUCTION: AN ANALYSIS OF SPEECH ERRORS IN SEMANTIC DEMENTIA","Lotte Meteyard","Is semantic memory consistently impaired early in the course of Alzheimer s disease Neuroanatomical and diagnostic implications","Hodges","Control test scores are taken from a separate sample of controls (#AUTHOR_TAG &amp; Patterson, 1995)",5
CC1536,14579,"THE RELATION BETWEEN CONTENT AND STRUCTURE IN LANGUAGE PRODUCTION: AN ANALYSIS OF SPEECH ERRORS IN SEMANTIC DEMENTIA","Lotte Meteyard","Constrained sentence production in probable Alzheimer s disease","Altmann","Verbs are thought to dictate the argument structure of the sentences in which they appear (Levin 1993, #AUTHOR_TAG, 2004, and Levelt et al (1999) proposed that 'lemmas' (holistic lexical representations) are marked for syntactic information (e.g",0
CC1537,14579,"THE RELATION BETWEEN CONTENT AND STRUCTURE IN LANGUAGE PRODUCTION: AN ANALYSIS OF SPEECH ERRORS IN SEMANTIC DEMENTIA","Lotte Meteyard","The autobiographical memory interview","Kopelman","All participants were native speakers of British English.---------Insert Table 1 about here -----------Connected Speech / Interview elicitation Each participant (apart from DV, see below) took part in a semi-structured interview (approximately 30 to 60 minutes long) using the Autobiographical Memory Interview (AMI, Levine et al, 2002;#AUTHOR_TAG et al, 1990; see Nestor et al, 2002 andMcKinnon, Moscovitch et al, 2006 for examples of its use with SD patients)",5
CC1538,14579,"THE RELATION BETWEEN CONTENT AND STRUCTURE IN LANGUAGE PRODUCTION: AN ANALYSIS OF SPEECH ERRORS IN SEMANTIC DEMENTIA","Lotte Meteyard","Syntactic Preservation in Alzheimer s Disease","Kempler","Syntactic structures can be seen as highly routinised and automatically produced (Bates &amp; Wulfeck, 1989;#AUTHOR_TAG, Curtiss &amp; Jackson, 1987) and the processes that underpin their use in production have been constructively compared to implicit learning (Bock &amp; Griffin, 2000;Chang, Dell &amp; Bock, 2006;Ferriera &amp; Bock, 2006).",4
CC1539,14579,"THE RELATION BETWEEN CONTENT AND STRUCTURE IN LANGUAGE PRODUCTION: AN ANALYSIS OF SPEECH ERRORS IN SEMANTIC DEMENTIA","Lotte Meteyard","Autobiographical Memory Profiles in Semantic Dementia","Hornberger","Seven patients with a clinical diagnosis of semantic dementia (SD) were recruited to take part in a study of autobiographical memory (#AUTHOR_TAG, Piguet &amp; Hodges, 2008)",5
CC1540,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Towards a better understanding of partnership attributes An exploratory analysis of relationship type classification","Duffy","This focus comprises buyer-seller relationships of different intensity of collaboration (#AUTHOR_TAG, 2008), with or without a binding formal contract, but excludes other types of business relationships such as horizontal strategic alliances.",1
CC1541,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Customers motivations for maintaining relationships with service providers","Bendapudi","The literature suggests that companies maintain relationship bonds either because ""they have to"", due to high switching costs, or because ""they want to"", because of high relationship value (#AUTHOR_TAG ",1
CC1542,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The value added by specific investments a framework for managing relationships in the context of value networks","Kleinaltenkamp","A buyer-seller relationship can be defined as a non-accidental sequence of market transactions between independent market actors ( #AUTHOR_TAG &amp; Ehret, 2006)",2
CC1543,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The value concept and relationship marketing","Ravald","in terms of increased performance, competitiveness, satisfaction, and innovation (Gummesson, 2004;Lindgreen &amp; Wynstra, 2005;#AUTHOR_TAG &amp; Grnroos, 1996;Sharma, Tzokas, Saren, &amp; Kyziridis, 1999)",1
CC1544,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Trust and commitment influences on customer retention Insights from business to business services","Gounaris","The literature suggests that companies maintain relationship bonds either because ""they have to"", due to high switching costs, or because ""they want to"", because of high relationship value (Bendapudi &amp; Berry, 1997;Gilliland &amp; Bello, 2002;#AUTHOR_TAG, 2005;Liu, 2006;de Ruyter, Moorman, &amp; Lemmink, 2001)",1
CC1545,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The use of pledges to build and sustain commitment in distribution channels","Anderson","In well-functioning relationships, buyers and sellers not only show lower tendencies to search for and switch to alternative partners but are also expected to intensify their relationships and even temporarily tolerate disadvantages of being in business together (#AUTHOR_TAG &amp; Weitz, 1992;Bendapudi &amp; Berry, 1997;Gounaris, 2005).",1
CC1546,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Determinants of long term orientation in buyer seller relationships","Ganesan","Andaleeb, 1996;Anderson &amp; Weitz, 1992;#AUTHOR_TAG, 1994), later studies often highlight its duality",1
CC1547,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Return on relationships ROR the value of relationship marketing and CRM in business to business contexts","Gummesson","in terms of increased performance, competitiveness, satisfaction, and innovation (#AUTHOR_TAG, 2004;Lindgreen &amp; Wynstra, 2005;Ravald &amp; Grnroos, 1996;Sharma, Tzokas, Saren, &amp; Kyziridis, 1999)",1
CC1548,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The commitment trust theory of relationship marketing","Morgan","Commitment occupies a central role in the study of successful relationships between firms ( Gilliland &amp; Bello, 2002;Gundlach, Achrol, &amp; Mentzer, 1995;Hunt, Arnett, &amp; Madhavaram, 2006;#AUTHOR_TAG &amp; Hunt, 1994)",0
CC1549,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Two sides to attitudinal commitment The effect of calculative and loyalty commitment on enforcement mechanisms in distribution channels","Gilliland","The literature suggests that companies maintain relationship bonds either because ""they have to"", due to high switching costs, or because ""they want to"", because of high relationship value (Bendapudi &amp; Berry, 1997;#AUTHOR_TAG &amp; Bello, 2002;Gounaris, 2005;Liu, 2006;de Ruyter, Moorman, &amp; Lemmink, 2001)",0
CC1550,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Transaction cost analysis Past present and future applications","Rindfleisch","In this study, however, we deem economic theory best suited for our focus on role differences and therefore do not include social-psychological aspects.Switching costs as relationship bonding dimensions can be explained by TCA (#AUTHOR_TAG &amp; Heide, 1997)",0
CC1551,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Antecedents and consequences of relationship marketing","Sharma","in terms of increased performance, competitiveness, satisfaction, and innovation (Gummesson, 2004;Lindgreen &amp; Wynstra, 2005;Ravald &amp; Grnroos, 1996;#AUTHOR_TAG, Tzokas, Saren, &amp; Kyziridis, 1999)",0
CC1552,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Governance value analysis and marketing strategy","Ghosh","Anderson, 1995;#AUTHOR_TAG &amp; John, 1999;Madhok &amp; Tallman, 1998;Zajac &amp; Olsen, 1993), others see TCA as a starting point for analyzing value creation between exchange partners",0
CC1553,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Evaluating structural equation models with unobservable variables and measurement error","Fornell","For relationship value, the average variance extracted (AVE) was .53, for switching cost it equaled .54, exceeding the critical value of .50 (#AUTHOR_TAG &amp; Larcker, 1981)",5
CC1554,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Sourcing preference scale Measuring preferences of purchasing managers for single sourcing or multiple sourcing of products","Swift","From a buyer's strategic perspective, intensifying a given relationship may help supplier-base consolidation, to decrease costs of handling a large supplier base (#AUTHOR_TAG &amp; Coe, 1994;)",5
CC1555,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Value in business markets What do we know Where are we going Industrial Marketing Management","Lindgreen","in terms of increased performance, competitiveness, satisfaction, and innovation (Gummesson, 2004;#AUTHOR_TAG &amp; Wynstra, 2005;Ravald &amp; Grnroos, 1996;Sharma, Tzokas, Saren, &amp; Kyziridis, 1999)",4
CC1556,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The paradox of unsatisfying but stable relationships A look at German car suppliers","Backhaus","Since specific investments are particular to the focal relationship, the associated gain referred to as ""quasirent"" can only be realized between the involved parties ( #AUTHOR_TAG &amp; Bschken, 1999)",1
CC1557,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The economic institutions of capitalism Firms markets relational contracting","Williamson","Environmental and behavioral uncertainty arise from economic actors' bounded rationality and opportunism, TCA's two main assumptions (#AUTHOR_TAG, 1985)",0
CC1558,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","From transaction cost to transaction value analysis Implications for the study of interorganizational strategies","Zajac","Anderson, 1995;Ghosh &amp; John, 1999;Madhok &amp; Tallman, 1998;#AUTHOR_TAG &amp; Olsen, 1993), others see TCA as a starting point for analyzing value creation between exchange partners",0
CC1559,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Customer loyalty to whom Managing the benefits and risks of salesperson owned loyalty","Palmatier","#AUTHOR_TAG, Scheer, &amp; Steenkamp, 2007) and would certainly offer complementary insights on role differences in buyer-seller relationships in future studies",1
CC1560,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Resources transactions and rents Managing value through interfirm collaborative relationships","Madhok","Anderson, 1995;Ghosh &amp; John, 1999;#AUTHOR_TAG &amp; Tallman, 1998;Zajac &amp; Olsen, 1993), others see TCA as a starting point for analyzing value creation between exchange partners",0
CC1561,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Examining customer value perceptions of organizational buyers when sourcing from multiple vendors","Liu","A buyer generally tries to avoid dependence on a particular supplier (#AUTHOR_TAG, Leach, &amp; Bernhardt, 2005) but companies today tend to trade in some of their independence against cost savings by having fewer, heavily bound, high value suppliers (Swift &amp; Coe, 1994).",1
CC1562,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Customer value and switching costs in business services developing exit barriers through strategic value management","Liu","The literature suggests that companies maintain relationship bonds either because ""they have to"", due to high switching costs, or because ""they want to"", because of high relationship value (Bendapudi &amp; Berry, 1997;Gilliland &amp; Bello, 2002;Gounaris, 2005;#AUTHOR_TAG, 2006;de Ruyter, Moorman, &amp; Lemmink, 2001)",1
CC1563,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Examining supply chain relationships Do buyer and supplier perspectives on collaborative relationships differ","Nyaga","Other direct functions include innovation and technology transfer as well as process innovation to shorten time-to-market and cycle times (Cousins &amp; Spekman, 2003;#AUTHOR_TAG, Whipple, &amp; Lynch, 2010)",1
CC1564,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Interfirm relational drivers of customer value","Palmatier","In this situation of concrete object and attributes, there do not appear to be disadvantages (Bergkvist &amp; Rossiter, 2007): in fact, it is preferable to use single items, as do Bolton, Smith, and Wagner (2003) and #AUTHOR_TAG (2008), because multiple items would simply be synonyms",1
CC1565,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Competitive advantage Creating and sustaining superior performance","Porter","Very few dyadic studies on relationship value have considered both sides of particular relationships (Lefaix-Durand &amp; Kozak, 2010).Yet, the literature provides a starting point to study role differences in RV between buyers and sellers: from a value chain perspective (#AUTHOR_TAG, 1985), as taken in this paper, the fundamental difference between a supplier and buyer is that a focal buyer-seller relationship is located toward the end of a supplier's value chain and toward the outset of a buyer's value chain",0
CC1566,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Loyalty based management","Reichheld","Suppliers, on the other hand, try to stabilize their customer base because customer retention is less costly than customer acquisition (#AUTHOR_TAG, 1993)",0
CC1567,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Extending relationship value observations from a case study of the Canadian structural wood products industry","Lefaix-Durand","Relationship value can be defined as the sum of the benefits and cost reductions generated in an ongoing exchange with a business partner (#AUTHOR_TAG, Kozak, Beauregard, &amp; Poulin, 2009)",1
CC1568,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The C OAR SE procedure for scale development in marketing","Rossiter","The object of this study's questionnaire is a single clearly-identified buyer-seller relationship for each respondent, and hence is ""concrete"" (#AUTHOR_TAG, 2002)",5
CC1569,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Assessing measurement invariance in cross national consumer research","Steenkamp","Following the set of steps proposed by #AUTHOR_TAG &amp; Baumgartner (1998) we established configural and partial metric measurement invariance for the multi-item measures in the different countries",5
CC1570,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The antecedents and consequences of organizational and personal commitment in business service relationships","Tellefsen","To obtain sufficient variance for effective analysis, we randomly asked one half of the respondents to select a well-functioning relationship as the questionnaire subject and the other half a rather problematic one (for a similar procedure see #AUTHOR_TAG &amp; Thomas, 2005)",1
CC1571,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Rethinking customer solutions From product bundles to relational processes","Tuli","This description also applies for suppliers: they generally try to leverage an existing relationship by cross-selling or offering new services (Davies, Brady, &amp; Hobday, 2007), providing capital, information, and dedicated staff or adapting their production and logistics to customer demands (#AUTHOR_TAG, Kohli, &amp; Bharadwaj, 2007)",1
CC1572,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Value based differentiation in business relationships Gaining and sustaining key supplier status","Ulaga","After validation of the measurement models we summated the items for each construct in line with Cannon and Homburg (2001) and #AUTHOR_TAG and Eggert (2006)",1
CC1573,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","On determinants of joint action in industrial distributor supplier relationships Beyond economic efficiency","Kim","Indeed, productivity advantages of specific investments become apparent when the original TCA assumption ""output is held constant"" (Williamson, 1985, p.85) is given up (#AUTHOR_TAG, 1999;Kleinaltenkamp &amp; Ehret, 2006)",1
CC1574,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Comparing customer and supplier perceptions of value offerings An exploratory assessment","Lefaix-Durand","Very few dyadic studies on relationship value have considered both sides of particular relationships (#AUTHOR_TAG &amp; Kozak, 2010)",1
CC1575,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The structure of commitment in exchange","Gundlach","Commitment occupies a central role in the study of successful relationships between firms ( Gilliland &amp; Bello, 2002;#AUTHOR_TAG, Achrol, &amp; Mentzer, 1995;Hunt, Arnett, &amp; Madhavaram, 2006;Morgan &amp; Hunt, 1994)",0
CC1576,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Customer satisfaction market share and profitability Findings from Sweden","Anderson","Overall, interfirm cooperation in buyer-seller relationships is associated with a number of positive economic and non-economic outcomes (#AUTHOR_TAG, Fornell, &amp; Lehmann, 1994;Geyskens, Steenkamp, &amp; Kumar, 1999).",4
CC1577,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Relationships in business markets Exchange episodes value creation and their empirical assessment","Anderson","#AUTHOR_TAG, 1995;Ghosh &amp; John, 1999;Madhok &amp; Tallman, 1998;Zajac &amp; Olsen, 1993), others see TCA as a starting point for analyzing value creation between exchange partners",0
CC1578,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Applications of structural equation modeling in marketing and consumer research A review","Baumgartner","All indicator reliabilities were above the recommended threshold value of .4 (#AUTHOR_TAG &amp; Homburg, 1996, see appendix)",5
CC1579,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The predictive validity of multiple item versus singleitem measures of the same constructs","Bergkvist","In this situation of concrete object and attributes, there do not appear to be disadvantages (#AUTHOR_TAG &amp; Rossiter, 2007): in fact, it is preferable to use single items, as do Bolton, Smith, and Wagner (2003) and Palmatier (2008), because multiple items would simply be synonyms",5
CC1580,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Power Dependence Relations","Emerson","We also recognize that other theoretical approaches such as power-dependence theory (#AUTHOR_TAG, 1962) might additionally shed light on the phenomena in our analysis.",0
CC1581,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","When does commitment lead to loyalty","Fullerton","Buyers manifest tolerance by accepting some opportunism or unethical behavior (#AUTHOR_TAG, 2003;Ganesan, Brown, Mariadoss, &amp; Ho, 2010), with higher willingness-to-pay ( de Ruyter, et al., 1998), or by granting short-term financing aid to suppliers",0
CC1582,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Buffering and amplifying effects of relationship commitment in business to business relationships","Ganesan","Buyers manifest tolerance by accepting some opportunism or unethical behavior (Fullerton, 2003;#AUTHOR_TAG, Brown, Mariadoss, &amp; Ho, 2010), with higher willingness-to-pay ( de Ruyter, et al., 1998), or by granting short-term financing aid to suppliers",1
CC1583,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The impact of long term client relationships on the performance of business service firms","Kumar","For instance, #AUTHOR_TAG (1999) shows that service providers with a relational approach to their customers deliver superior value and achieve greater financial returns than firms with a transactional approach",1
CC1584,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The effects of trust and interdependence on relationship commitment A trans Atlantic study","Geyskens","In other studies, ""affective commitment"" is the extent to which partners like to stay in existing relationships while ""calculative commitment"" is the degree to which they need to stay (#AUTHOR_TAG, Steenkamp, Scheer, &amp; Kumar, 1996;de Ruyter, et al., 2001)",1
CC1585,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","A meta analysis of satisfaction in marketing channel relationships","Geyskens","Overall, interfirm cooperation in buyer-seller relationships is associated with a number of positive economic and non-economic outcomes (Anderson, Fornell, &amp; Lehmann, 1994;#AUTHOR_TAG, Steenkamp, &amp; Kumar, 1999).",0
CC1586,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The use of partial least squares modeling in international marketing","Henseler","According to the non-parametric procedure for multi-group analysis (PLS-MGA) proposed by #AUTHOR_TAG, Ringle and Sinkovics (2009), this difference is significant at p&lt;.05.",5
CC1587,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","An experimental investigation of satisfaction and commitment in marketing channels The role of trust and dependence","Andaleeb","#AUTHOR_TAG, later studies often highlight its duality",1
CC1588,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Prospect theory An analysis of decision under risk","Kahneman","According to prospect theory, losses loom larger than gains of the same (monetary) amount (#AUTHOR_TAG &amp; Tversky, 1979).",0
CC1589,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","A perspective on judgment and choice Mapping bounded rationality","Kahneman","Since losses loom larger than gains (#AUTHOR_TAG, 2003), relinquishing relationship value gains appears less negative than switching cost losses if the relationship is broken off by the supplier.",0
CC1590,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The explanatory foundations of relationship marketing theory","Hunt","Commitment occupies a central role in the study of successful relationships between firms ( Gilliland &amp; Bello, 2002;Gundlach, Achrol, &amp; Mentzer, 1995;#AUTHOR_TAG, Arnett, &amp; Madhavaram, 2006;Morgan &amp; #AUTHOR_TAG, 1994)",0
CC1591,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Measurement issues in the research on inter firm relationships","Heide","As we do not compare buyers' and the suppliers' reports within dyads, we collected data from purchasing and marketing/sales managers independently (#AUTHOR_TAG &amp; John, 1995)",5
CC1592,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Interorganizational governance in marketing channels","Heide","These can be consciously-made specific investments into physical or site-specific assets (Handfield &amp; Bechtel, 2002;Haugland, 1999;#AUTHOR_TAG, 1994) or can be unconsciously developed relationship-specific assets like workforce skills (Sllner, 1999) or trust in the partner",0
CC1593,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","Factors influencing the duration of international buyer seller relationships","Haugland","These can be consciously-made specific investments into physical or site-specific assets (Handfield &amp; Bechtel, 2002;#AUTHOR_TAG, 1999;Heide, 1994) or can be unconsciously developed relationship-specific assets like workforce skills (Sllner, 1999) or trust in the partner",1
CC1594,56362892,"The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences","Ingmar Geiger","The role of trust and relationship structure in improving supply chain responsiveness Industrial Marketing Management","Handfield","These can be consciously-made specific investments into physical or site-specific assets (#AUTHOR_TAG &amp; Bechtel, 2002;Haugland, 1999;Heide, 1994) or can be unconsciously developed relationship-specific assets like workforce skills (Sllner, 1999) or trust in the partner",1
CC1595,1683841,"Evolution in Archaeology","Stephen Shennan","The spread of Neolithic plant economies from the Near East to Northwest Europe a phylogenetic analysis","Coward","Many examples of the use of such phylogenetic techniques to construct cultural lineages and identify the forces affecting them have appeared in the archaeological literature in recent years (e.g., #AUTHOR_TAG et al",0
CC1596,1683841,"Evolution in Archaeology","Stephen Shennan","Applying Evolutionary Archaeology","&apos;brien","It is necessary to identify histories of transmission to show that an ancestor-descendant relationship exists, if indeed it does #AUTHOR_TAG, and then attempt to understand the forces shaping it, all on the basis of patterned variation in the archaeological record",0
CC1597,1683841,"Evolution in Archaeology","Stephen Shennan","Cultural transmission theory and the archaeological record providing context to understanding variation and temporal changes in material culture","Eerkens","These mechanisms form the theoretical foundation for what follows and, given the complexities involved, it is important to spell them out (see also #AUTHOR_TAG &amp; Lipo 2007).",1
CC1598,1683841,"Evolution in Archaeology","Stephen Shennan","Predicting maize agriculture among the Fremont an economic comparison of farming and foraging in the American Southwest","Barlow","Resource ranks may be assessed on the basis of experimental or ethnographic work in the present (e.g., #AUTHOR_TAG",0
CC1599,1683841,"Evolution in Archaeology","Stephen Shennan","The ideal free distribution food production and the colonization of Oceania","Kennett","One example that has entered the literature is costly signaling theory, as described above; other studies, more wide-ranging in their use of HBE theory, have begun to appear (e.g., Fitzhugh 2003, #AUTHOR_TAG 2005",0
CC1600,1683841,"Evolution in Archaeology","Stephen Shennan","Declines in mammalian foraging efficiency during the late Holocene","Boyd","Moreover, not all the traits that Shennan characterize a complex object or entity will have had a common history (#AUTHOR_TAG et al",0
CC1601,1683841,"Evolution in Archaeology","Stephen Shennan","Cultural Transmission and Evolution A Quantitative Approach","Cavalli-Sforza","Of course, the routes through which culture is inherited are much more diverse than those for genes (#AUTHOR_TAG &amp; Feldman 1981), and different routes have different consequences for the patterning of cultural change through time",0
CC1602,1683841,"Evolution in Archaeology","Stephen Shennan","Seriation and cladistics the difference between anagenetic and cladogenetic evolution","Lyman","This is a very well-known technique with a long history and involves putting phenomena in a linear order on the basis of some measure of their similarity to one another (#AUTHOR_TAG &amp; O'Brien 2006, O'Brien &amp; #AUTHOR_TAG 2000",0
CC1603,1683841,"Evolution in Archaeology","Stephen Shennan","Hawaiki Ancestral Polynesia An Essay in Historical Anthropology","Kirch","These issues have resulted in a great deal of debate (for doubts 1997; contra, e.g., Gray &amp; Jordan 2000, #AUTHOR_TAG &amp; Green 2001, Mace &amp; Pagel 1994 and critical analysis (e.g., Eerkens et al",0
CC1604,1683841,"Evolution in Archaeology","Stephen Shennan","An ecological model for the origin of maize based food production on the Pacific coast of southern Mexico","Kennett","Thus, for example, differences in social status may affect the currencies that individuals maximize in particular contexts (Lupo 2007).OFT is increasingly being applied to understanding past plant exploitation and food production (e.g., Barlow 2002Barlow , 2006#AUTHOR_TAG et al",0
CC1605,1683841,"Evolution in Archaeology","Stephen Shennan","Darwinizing Culture The Status of Memetics as a Science","Aunger","The developments in archaeology are part of broader trends in anthropology and psychology more generally (see e.g., #AUTHOR_TAG 2000, Cronk et al",0
CC1606,1683841,"Evolution in Archaeology","Stephen Shennan","The evolutionary ecology of food acquisition See Smith Winterhalder","Kaplan","Resource ranks may be assessed on the basis of experimental or ethnographic work in the present (e.g., Barlow 2002, #AUTHOR_TAG &amp; Hill 1992",0
CC1607,1683841,"Evolution in Archaeology","Stephen Shennan","Showing off tests of an hypothesis about men s foraging goals","Hawkes","The basis of this argument is that ethnographically biggame hunting does not seem to lead to calorie maximization for the hunter and his immediate family when compared with possible alternatives, but the sharing of meat that results from hunting success gives prestige and other political benefits in alliances, which lead to greater reproductive success (#AUTHOR_TAG 1991)",0
CC1608,1683841,"Evolution in Archaeology","Stephen Shennan","Language trees support the express train sequence of Austronesian expansion","Gray","These issues have resulted in a great deal of debate (for doubts 1997; contra, e.g., #AUTHOR_TAG &amp; Jordan 2000, Kirch &amp; Green 2001, Mace &amp; Pagel 1994 and critical analysis (e.g., Eerkens et al",0
CC1609,1683841,"Evolution in Archaeology","Stephen Shennan","Vessels and villages evidence for conformist transmission in early village aggregations on the Pajarito Plateau","Kohler","Neiman's original case study indicated that patterning in the rim attributes of eastern North American Woodland period pottery was a result of drift, but Shennan &amp; Wilkinson (2001) showed that patterning in the frequency of decorative attributes of early Neolithic pottery from a small region of Germany indicated a pronovelty bias in the later periods and #AUTHOR_TAG et al",1
CC1610,1683841,"Evolution in Archaeology","Stephen Shennan","Depletion of a resource The impact of prehistoric human foraging on intertidal mollusk communities and its significance for human settlement mobility and dispersal","Mannino","small-bodied animal bones has very frequently been used as a diet-breadth measure (e.g., Broughton 1994; see also Ugan 2005; for within-species size variation see, e.g., #AUTHOR_TAG &amp; Thomas 2002)",0
CC1611,1683841,"Evolution in Archaeology","Stephen Shennan","The comparative method in anthropology","Mace","These issues have resulted in a great deal of debate (for doubts 1997; contra, e.g., Gray &amp; Jordan 2000, Kirch &amp; Green 2001, #AUTHOR_TAG &amp; Pagel 1994 and critical analysis (e.g., Eerkens et al",0
CC1612,1683841,"Evolution in Archaeology","Stephen Shennan","On territorial behavior and other factors influencing habitat distribution in birds I theoretical development","Fretwell","2006a),  used the concepts of the ""ideal free distribution"" and the ""ideal despotic distribution"" (#AUTHOR_TAG &amp; Lucas 1970, Sutherland 1996 to provide a basis for understanding the consequences of the patch colonization process represented by the spread of farming into Central Europe",0
