A Review of Psychometric Data Analysis and Applications,Educational data mining A survey from 1995 to,"Algorithms typically used on educational data include the following: a) clustering techniques to identify homogenous subgroups in a dataset; b) association analysis to identify values that frequently co-occur; c) classification techniques to build models that predict membership of predefined classes in a dataset; and d) visual analytics to facilitate human analysis via interactive visual representations of the data (Baelpler &amp; Murdoch, 2010;#AUTHOR_TAG &amp; Ventura, 2007)",0
"From Implications to Dimensions: Science, Medicine and Ethics in Society",Will the real boy please behave Dosing dilemmas for parents of boys with ADHD,"Expanding the Bioethical GazeThe considerations of agency and autonomy that are so central to ethical appraisals of biomedical technologies are likewise key issues in relation to psychopharmaceuticals [15,#AUTHOR_TAG]",3
"Episodic eolian sand deposition in the past 4000 years in Cape Cod National Seashore, Massachusetts, USA in response to possible hurricane/storm and anthropogenic disturbances",Colonization constraints during primary succession on coastal Lake Michigan sand dunes,"Also, ecologic succession to a climax forest post-disturbance can take centuries (#AUTHOR_TAG, 2000), though trees &lt;20 years old are less susceptible to wind uprooting (Foster, 1988)",0
Evolution in Archaeology,The spread of Neolithic plant economies from the Near East to Northwest Europe a phylogenetic analysis,"Many examples of the use of such phylogenetic techniques to construct cultural lineages and identify the forces affecting them have appeared in the archaeological literature in recent years (e.g., #AUTHOR_TAG et al",0
Wandering tales: evolutionary origins of mental time travel and language,Patterns of brain activity supporting autobiographical memory prospection and theory of mind and their relationship to the default mode network,"What has been termed episodic foresight (Suddendorf, 2010), along with autobiographic memory and theory of mind, also makes up much of our mind wandering (#AUTHOR_TAG and Grady, 2009), as we preview some future activity or consider possible future options in order to select appropriate action",2
"Peer review and citation data in predicting university rankings, a large-scale analysis",An analysis of the microsoft academic graph,"Additionally, studies by #AUTHOR_TAG and [12]  We systematically queried the MAG Evaluate API for each submission using a normalised version of the publication's title (lower case, diacritics removed)",0
Hydrodynamic capabilities of an SPH code incorporating an artificial conductivity term with a gravity-based signal velocity,Concepts in Thermal Physics,"To evaluate the relative effectiveness of the heat and momentum transport, in the theory of heat transfer the Prandtl number Pr is defined as the ratio of the kinematic viscosity  to the thermal diffusion coefficient D, Pr = /D (#AUTHOR_TAG 2006)",0
Patients Experience of the Outcomes of Engaging in a Broadly Applicable Health Promotion Intervention for Individuals Facing Chronic Illness,Evidence Suggesting That a Chronic Disease Self Management Program Can Improve Health Status While Reducing Hospitalization A Randomized Trial,Research findings showed that the lay-led CDSME program resulted in improved health status and reduced health care costs among patients suffering from arthritis #AUTHOR_TAG  [13],0
Policy and practice in the use of root cause analysis to investigate clinical adverse events: Mind the gap,A framework for the analysis of risk and safety in medicine,"A common way to investigate clinical incidents is through Root Cause Analysis (RCA), a methodology combining elements from engineering, psychology, and the ""human factors"" tradition (Reason, 1990;#AUTHOR_TAG et al., 1998)",0
Intuitive and Reflective Responses in Philosophy,Multiple Intelligences The Theory in Practice,"In this theory (Mithen, 1993), the domain-specific entities are understood to be specialized intelligences, along the lines of (#AUTHOR_TAG, 1993)",0
A Review of Psychometric Data Analysis and Applications,Simplifying decision trees,"Classification Algorithms Used on Educational DataA Decision Tree (DT) algorithm identifies patterns in a dataset as conditions, represented visually as a decision tree (#AUTHOR_TAG, 1986)",5
Green Supply Chain Management Enablers: Mixed Methods Research,Applications of empirical science in manufacturing and service operations,"These criticisms have stemmed mainly from scholars who are not familiar with qualitative methods (Bitektine, 2008;#AUTHOR_TAG, 2007).",5
A tale of tails uncertainty and the social cost of carbon dioxide,Adaptation in integrated assessment modelling where do we stand ,"Inevitably, IAMs rely on a series of simplifying assumptions, 3 using highly aggregated variables and data (Ackerman et al., 2009a;#AUTHOR_TAG et al., 2010), and the limitations of the methodology have been noted (e.g",0
The Views and Experiences of Smokers Who Quit Smoking Unassisted. A Systematic Review of the Qualitative Evidence,Self determination,"It could be fruitful for future research to further examine the meaning of willpower, and particularly its relationship to other more tightly defined concepts such as self-efficacy, [61] self-regulation #AUTHOR_TAG and self-determination, [63] from the perspective of both researchers and smokers.",3
Scanning the Parameter Space of Holographic Superconductors,Stability in gauge extended supergravity,"So far there has not been any work which discusses the relationship between the physical quantities associated with the model and the scaling dimensions of the dual condensates.The objective here is to go beyond the extension of the model already discussed in [25] and to include a wider range of values of m 2 , satisfying the Brietenlohner-Freedman (BF) stability bound #AUTHOR_TAG and the unitarity bound",4
Molecular fishing: marine oligosaccharides,Algal chemodiversity and bioactivity sources of natural variability and implications for commercial application,"The high biodiversity of the latter and how they can serve the biotechnological field has been recently pointed out (#AUTHOR_TAG et al., 2011;Barra et al., 2014)",0
Green Supply Chain Management Enablers: Mixed Methods Research,Drivers of green supply management performance Evidence from Germany,"There is a rich body of literature on enablers of GSCM implementation and their interrelationships (Ali and Govindan, 2011;#AUTHOR_TAG and Thomsen, 2011;Mathiyazhagan et al",5
Questions and Answers on the Belgian Model of Integral End-of-Life Care: Experiment? Prototype?,Integral palliative care a contradiction in terms ,"Some took issue with the data and pragmatic considerations, arguing that the legal safeguards against abuse are insufficiently enforced (Materstvedt 2009;Pereira 2011;Cohen-Almagor 2013), and others aimed to refute the conclusions on fundamental ideological grounds (#AUTHOR_TAG, Mller-Busch, and Nauck 2009;Kettler and Nauck 2010;Johnstone 2012;Materstvedt 2012)",1
Intuitive and Reflective Responses in Philosophy,Philosophical Temperament,One of the purposes in considering the various characterizations is to caution the reader from adopting one characterization without considering other possibilities ( #AUTHOR_TAG et al 2010),5
Political Reforms and Public Policies: Evidence from Agricultural Protection,Matching as an Econometric Evaluation Estimator,Following #AUTHOR_TAG et al,0
Occupational Class Inequalities in All-Cause and Cause-Specific Mortality among Middle-Aged Men in 14 European Populations during the Early 2000s,Inequalities in life expectancy by social class 1972 1999,"Substantial differences in mortality between socioeconomic groups, however, are still observed and might even be increasing in Europe [3]#AUTHOR_TAG[5]",4
Information of the chassis and information of the program in synthetic cells,Language learning language acquisition or language growth ,"But language is deeply associated to meaning: I had in 1974 at a meeting of the Centre Royaumont pour une Science de l'Homme at the MIT, a heated argument with Noam Chomsky about other features of human languages, such as rhythm (in the west african language mr, a speaker may begin a rythmic sentence, which is answered preserving rythmic rules by somebody in the audience, triggering another ejaculation of the speaker, with related rules, etc) suggesting that beside grammatical syntactic structures, there may exist a variety of superimposed contexts which transmit information mediated by channels that are not those usually considered (Danchin 1987, #AUTHOR_TAG 1987;",0
Wandering tales: evolutionary origins of mental time travel and language,Episodic memory versus episodic foresight similarities and differences,"What has been termed episodic foresight (#AUTHOR_TAG, 2010), along with autobiographic memory and theory of mind, also makes up much of our mind wandering (Spreng and Grady, 2009), as we preview some future activity or consider possible future options in order to select appropriate action",1
"Comparing peasants perceptions of precipitation change with precipitation records in the tropical Callejon de Huaylas, Peru",Regionality of monsoon onset in South America A three stage conceptual model,"Introduction -considering different perspectives on a complex problemScientific evidence of climate warming and of projected resulting impacts can provide the basis for a responsible and efficient adaptation strategy if implemented in a timely and careful fashion, but can also be misused to legitimize particular interests ( Arnall et al., 2014;Dietz, 2011;#AUTHOR_TAG, 2008)",0
The Views and Experiences of Smokers Who Quit Smoking Unassisted. A Systematic Review of the Qualitative Evidence,Fathers narratives of reducing and quitting smoking,"Subsequent to this, no qualitative studies were identified that focused on unassisted cessation per se: the six post-2000 studies (from Hong Kong, US, UK, Canada and Norway) had as their primary focus either cessation in general [33,34,#AUTHOR_TAG[37][38] or health behaviour change",4
Coronal Loops: Observations and Modeling of Confined Plasma,Some implications of the nanoflare concept,"Models of loops made of thousands of nanoflare-heated strands were developed and applied to derive detailed predictions (#AUTHOR_TAG, 1994)",5
Psychotherapy and brain plasticity,Core processes of psychopathology and recovery,"The outcomes of psychodynamic, personcentred, and behavioral psychotherapy are broadly equivalent despite their varieties of approaches and targets for therapeutic change ( Stiles et al., 2008;Budd and Hughes, 2009) perhaps because they work via common final paths (#AUTHOR_TAG, 2011).",0
Evolution in Archaeology,An ecological model for the origin of maize based food production on the Pacific coast of southern Mexico,"Thus, for example, differences in social status may affect the currencies that individuals maximize in particular contexts (Lupo 2007).OFT is increasingly being applied to understanding past plant exploitation and food production (e.g., Barlow 2002Barlow , 2006#AUTHOR_TAG et al",0
The cost-effectiveness of supported employment for adults with autism in the United Kingdom,The future of employment for people with learning disabilities a keynote review,"Advantages include greater financial gains for the employees, wider social integration, increased worker satisfaction, higher self-esteem, more independent living, reduced family burden including a lower need for providing informal care, and service cost-savings (#AUTHOR_TAG and Kilsby, 1996;Bond et al., 1997Bond et al., , 2008Crowther et al., 2001;Graetz, 2010;Griffin et al., 1996;Heffernan and Pilkington, 2011;McCaughrin et al., 1993;Noble et al., 1991;Rhodes et al., 1987;Stevens and Martin, 1999)",0
The Cost Effectiveness of Psychological and Pharmacological Interventions for Social Anxiety Disorder: A Model-Based Economic Analysis,Evidence synthesis for decision making 2 a generalized linear modeling framework for pairwise and network meta analysis of randomized controlled trials,"Efficacy data were derived from a systematic literature review and NMA of randomised controlled trials (RCTs) of interventions for adults with social anxiety disorder [14]; the NMA, based on a random effects model #AUTHOR_TAG, was conducted within a Bayesian framework using Markov Chain Monte Carlo simulation techniques implemented in WinBUGS 1.4 [23,24]",5
Governing the research-care divide in clinical biobanking: Dutch perspectives,Banking on the human genome project,"Yet achieving that transformation will first require huge infrastructural changes in biomedical research, particularly in collecting, managing and using human tissue and data in large-scale, systematic fashion ( #AUTHOR_TAG and Beaulieu 2007;Yuille et al",0
Molecular fishing: marine oligosaccharides,Seaweed polysaccharides and derived oligosaccharides stimulate defense responses and protection against pathogens in plants,"In particular seaweed oligosaccharides were able to mediate to a series of actions, such as (i) expression of genes for antifungal and antibacterial protein production, (ii) activation of other defense enzymes and (iii) production of active natural products (Weinberger et al., 2010;#AUTHOR_TAG et al., 2011), all converging toward enhanced protection against pathogens",0
Reversing autism by targeting downstream mTOR signaling A commentary on Autism-related deficits via dysregulated eIF4E-dependent translational control,Molecular mechanisms of fragile X syndrome a twenty year perspective,"A hyperactivated mTORC1-eIF4E pathway is linked to impaired synaptic plasticity in fragile X syndrome, an autistic disorder caused by lack of fragile X mental retardation protein (FMRP) due to mutation of the FMR1 gene ( Wang et al., 2010;Auerbach et al., 2011;#AUTHOR_TAG et al., 2012;Wang et al., 2012), suggesting that downstream mTOR signaling might be causally linked to ASDs",0
Gauge fields for ultracold atoms in optical superlattices,Fractional quantum Hall states of atoms in optical lattices,"Recently alternative schemes to ""simulate"" artificial gauge fields for neutral atoms have been explored using two-dimensional (2D) optical lattices [8,9,10#AUTHOR_TAG,12,13,14]",2
The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences,Buffering and amplifying effects of relationship commitment in business to business relationships,"Buyers manifest tolerance by accepting some opportunism or unethical behavior (Fullerton, 2003;#AUTHOR_TAG, Brown, Mariadoss, &amp; Ho, 2010), with higher willingness-to-pay ( de Ruyter, et al., 1998), or by granting short-term financing aid to suppliers",1
Sensemaking in business networks: Introducing dottograms to analyse network changes,Changes in the theory of interorganizational relations in marketing paradigm ,"Business Networks and ChangeRecent research has stressed the importance of network structures in understanding business exchanges (#AUTHOR_TAG, 1997;Mller and Rajala, 2007)",0
"Mobile Termination, Network Externalities, and Consumer Expectations",Dynamic Pricing of Network Goods with Boundedly Rational Consumers,#AUTHOR_TAG and Sundararajan (2006) allow for a mixture of forward looking and boundedly rational consumers.,0
Beryllium Abundances of Solar-Analog Stars ,Light Elements in the Universe Proc IAU Symp,"-Meanwhile, #AUTHOR_TAG (2010) argued that Be abundances are generally uniform (i.e., with almost no sign of depletion) in G-type dwarfs with T eff &lt;  6000 K regardless of the large spread of Li abundances (in contrast to F-type stars with T eff &gt;  ",0
Ontology-Based Recommendation of Editorial Products,Finding Experts By Semantic Matching of User Profiles,#AUTHOR_TAG use a different strategy by representing user profiles as bags-of-words and weighing each term according to the user interests derived from a domain ontology,5
The Views and Experiences of Smokers Who Quit Smoking Unassisted. A Systematic Review of the Qualitative Evidence,Physician advice for smoking cessation,"Yet, although these interventions are efficacious, [6][7]#AUTHOR_TAG the majority of smokers who quit successfully do so without using them, choosing instead to quit unassisted, that is without pharmacological or professional support",0
"Life, hierarchy, and the thermodynamic machinery of planet Earth",Contribution to the energetics of evolution,"To characterize the organization of the steady state that describes the sum of all living organisms, in an ecosystem at the small scale, or in the biosphere at the global scale, the same thermodynamic maximization principles have been proposed, first by #AUTHOR_TAG [#AUTHOR_TAG,32], and further explored by others [33][34][35][36][37][38][39].What has been mostly absent is to integrate these components into one big picture of the whole planet",0
"Voice, (inter-)subjectivity, and real time recurrent interaction",Synchronous speech and speech rate,"Speech produced in these constrained laboratory settings is remarkably unremarkable, and the technique of having subjects speak in synchrony has been used as a device for obtaining unmarked speech in several phonetic studies (KrivokapicKrivokapic, 2007;#AUTHOR_TAG and Nam, 2008;O'Dell et al., 2010;Dellwo and Friedrichs, 2012)",0
Scanning the Parameter Space of Holographic Superconductors,Low temperature behavior of the Abelian Higgs model in anti de Sitter space,"The effects of gravitational backreaction were considered, and a study made, for m 2 l 2 = 2, of the type of the holographic superconductors in [#AUTHOR_TAG,28]",4
Green Supply Chain Management Enablers: Mixed Methods Research,Qualitative middle range research in operations management The need for theorydriven empirical inquiry,"The majority of these GSCM studies, however, use either quantitative approaches and methodologies by collecting and analysing large samples and testing hypotheses and models, or qualitative case studies following grounded theory inspired approaches (Binder and Edwards, 2010;#AUTHOR_TAG et al., 2014)",4
"Title: For geographies of children, young people and popular culture",Family austerity and consumption outlining a new research agenda,"For example, Clarke (2000), Gregson and 18 Crewe (2003) and #AUTHOR_TAG (2013) highlight the importance of spaces like charity shops, car boot sales and other 19 modes of second-hand purchase/exchange i aa failiess aaauisitio aad diestteet of branded and popular 20 cultural commodities",0
Evaluation of new spin foam vertex amplitudes,Path integral representation of spin foam models of 4d gravity,"Finally, a paper by [#AUTHOR_TAG22], suggested that the EPR model corresponds to a topological theory related to gravity and proposed a generalization thereof corresponding to gravity itself (the FK model)",4
Action and Valence Modulate Choice and Choice-Induced Preference Change,Cognitive Dissonance Progress on a Pivotal Theory in Social Psychology Washington DC American Psychological Association,"Therefore, the effect of action on dynamics of choice-induced preference change is also consistent with accounts of preference change focusing on self-perception (see [13,#AUTHOR_TAG] for discussions).",2
Political Reforms and Public Policies: Evidence from Agricultural Protection,Making Autocracy Work,"One possible explanation of such asymmetric effect of transitions to democracy and autocracy could be based on theories explaining (lack of) leadership turnovers and economic performance under autocracies (see #AUTHOR_TAG and Kudamatsu, 2008;Acemoglu et al",0
Coronal Loops: Observations and Modeling of Confined Plasma,An adaptive grid code for high resolution 1 D hydrodynamics of the solar and stellar transition region and corona,"These equations can be solved numerically and several specific codes have been used extensively to investigate the physics of coronal loops and of X-ray flares (e.g., Nagai, 1980;Peres et al., 1982;Doschek et al., 1982;Nagai and Emslie, 1984;Fisher et al., 1985a,a,a;MacNeice, 1986;Gan et al., 1991;Hansteen, 1993;#AUTHOR_TAG et al., 1997;Antiochos et al., 1999;Ofman and Wang, 2002;Mller et al., 2003;Bradshaw and Mason, 2003;Sigalotti and Mendoza-Briceo, 2003;Bradshaw and Cargill, 2006).",0
Gauge fields for ultracold atoms in optical superlattices,Lattice of double wells for manipulating pairs of cold atoms,"In this paper, we extend the JZ proposal and discuss a new scheme based on an optical superlattice [#AUTHOR_TAG26] to generate a gauge potential leading to (1)",2
A Review of Psychometric Data Analysis and Applications,Interpreting intelligence tests from contemporary gf gc theory Joint confirmatory factor analysis of the WJ R and KAIT in a non white sample,"In addition to general cognitive intelligence, there is widespread evidence for a multi-dimensional construct of intelligence comprising of a range of sub-factors (#AUTHOR_TAG &amp; McGrew, 1998)",0
Sensemaking in business networks: Introducing dottograms to analyse network changes,Relevance of Focal Nets in Understanding the Dynamics of Business Relationships,"Therefore, the location of change needs to be analysed, depending on whether it occurs at the actor, dyad, or network level ( Halinen et al., 1999;#AUTHOR_TAG et al., 1999)",2
Positioning Mbeya University of Science and Technology in Tanzania in the Systems of Innovation Perspective,Publish or perish,"On the other hand, in academic arena as discussed in several studies (#AUTHOR_TAG, 2005;Jones, 1997;Ali, 2012) the phrase ""Publish or perish"" has been used to researchers and academicians to describe the need to publish their research works",1
Goal Commitments and the content of thoughts and dreams: basic principles,Structure and Functions of Fantasy,"However, even during such operant task activity, mental content commonly shifts intermittently to other, respondent content (#AUTHOR_TAG, 1971;Andrews-Hanna et al., 2010a), which has often been dubbed daydreaming or mind-wandering.Modern scientific research on such shifts in thought can be considered to have begun in earnest with the experimental and psychometric work of Jerome L",0
Action and Valence Modulate Choice and Choice-Induced Preference Change,Stimulus Devaluation Induced by Stopping Action,"Furthermore, a recent study shows that devaluation of stimuli can be induced by stopping actions #AUTHOR_TAG",0
The bonding effects of relationship value and switching costs in industrial buyer-seller relationships: An investigation into role differences,The structure of commitment in exchange,"Commitment occupies a central role in the study of successful relationships between firms ( Gilliland &amp; Bello, 2002;#AUTHOR_TAG, Achrol, &amp; Mentzer, 1995;Hunt, Arnett, &amp; Madhavaram, 2006;Morgan &amp; Hunt, 1994)",0
Intuitive and Reflective Responses in Philosophy,Genesis of Popular But Erroneous Psychodiagnostic Observations,"SOME HISTORY In order to begin the discussion of the systematic and predictable errors in reasoning, Iwill introduce the study of statistical reasoning-e.g., probabilistic inference (BarHillel 1973, #AUTHOR_TAG and #AUTHOR_TAG 1967, 1969, Edwards et al 1968, Epley et al 2004, Epley and Golivoch 2001, Evans 1977, Galbraith and Underwood 1973, Hogarth 1975, Mans 1970, Rips 1975, Savage 1971, Stal von Holstein 1971",0
"WHAT DETERMINES CARPOOLING TO WORKPLACES IN BELGIUM: LOCATION, ORGANISATION, OR PROMOTION?",The Impact of Metropolitan Structure on Commute Behavior in the Netherlands A Multilevel Approach,"Furthermore, standard regression analysis ignores the grouping of data and this can cause underestimated standard errors of regression coefficients (Goldstein, 1995;Hox, 2002;Maas and Hox, 2004;Rasbash et al., 2005;#AUTHOR_TAG et al., 2004)",0
Neoadjuvant chemoradiation therapy with gemcitabine/cisplatin and surgery versus immediate surgery in resectable pancreatic cancer Results of the first prospective randomized phase II trial,Classification of surgical complications a new proposal with evaluation in a cohort of 6336 patients and results of a survey,Perioperative complications were graded by #AUTHOR_TAG's classification ,5
Goal Commitments and the content of thoughts and dreams: basic principles,Reversing the sequence reducing alcohol consumption by overcoming alcohol attentional bias,"Interestingly, #AUTHOR_TAG and Cox (2009) have worked out an intervention, called the Alcohol Attention Control Treatment Program (AACTP), for reducing excessive drinkers' bias toward processing alcohol cues",0
A Review of Psychometric Data Analysis and Applications,Classification and regression trees,"Less restrictive implementations can incorporate a greater range of patterns (e.g., CART, #AUTHOR_TAG et al., 1984)",0
Structural investigation of LaAlO 3 up to 63 GPa,Pressure as a probe of the physics of ABO 3 relaxor ferroelectrics,"One of the attracting properties of the external parameter high-pressure is its character of a ""cleaner"" variable, since it acts only on interatomic distances #AUTHOR_TAG",0
The Cost Effectiveness of Psychological and Pharmacological Interventions for Social Anxiety Disorder: A Model-Based Economic Analysis,Efficacy of paroxetine for relapse prevention in social anxiety disorder a 24 week study,"The first-year probability of relapse after recovery with a drug was estimated using pooled data from 5 placebo-controlled pharmacological RCTs on relapse prevention in adults with social anxiety disorder [26]#AUTHOR_TAG[28][29][30], identified by a systematic literature search; this probability was estimated to be higher that the pooled risk of relapse during maintenance treatment in RCT active drug arms, but lower than the pooled risk of relapse of responders to initial drug treatment who were subsequently randomised to placebo (thus not receiving maintenance treatment); for simplicity and due to lack of more suitable data the first year probability of relapse for drugs was assumed to equal the midpoint of the two pooled risks",5
"From Implications to Dimensions: Science, Medicine and Ethics in Society",Connecting neuroscience and law Anticipatory discourse and the role of sociotechnical imaginaries,"These translations rely not solely on particular perceptions of the technology, but also ideas and assumptions about society and socio-legal processes that may be questionable-yet which nevertheless can become reified through performance #AUTHOR_TAG",0
Beyond Single-Level Accounts: The Role of Cognitive Architectures in Cognitive Scientific Explanation,On the conflict between logic and belief in syllogistic reasoning,"Those theories draw on the same distinctions discussed by Goel (see, e.g., #AUTHOR_TAG, Barston &amp; Pollard, 1983)",0
A Review of Psychometric Data Analysis and Applications,Big five personality predictors of post secondary academic performance,"There is a consensus across studies that conscientiousness is the best personality-based predictor of academic performance (#AUTHOR_TAG, 2007;Swanberg &amp; Martinsen, 2010;Trapmann et al., 2007)",0
"A case of ""order insensitivity""? Natural and artificial language processing in a man with primary progressive aphasia",Treating the passive in children with specific language impairment A usagebased approach,"The verb phrase morphology (be+TNS V+PastP, e.g., is pushed), which in child development first emerges as the state passive (e.g., it's broken), appears to be grounded in stative use and biased towards assigning its subject an inactive role (Brooks &amp; Tomasello, 1999;Israel, Johnson, &amp; Brooks, 2001;#AUTHOR_TAG, 2013).",0
Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Clinical significance a statistical approach to defining meaningful change in psychotherapy research,"The rigour of its development and psychometric assessment is unparalleled in routine measures used in the UK, and in particular normative data are published ( Connell et al., 2007) and the test-retest reliability has been estimated ( Evans et al., 2002) which allows the calculation of reliable and clinically significant change using methods suggested by #AUTHOR_TAG &amp; Truax (#AUTHOR_TAG &amp; Truax, 1991)",0
Attribution analysis of high precipitation events in summer in England and Wales over the last decade,Do it yourself climate prediction,This project makes use of the large-ensemble capability provided by the on-going climateprediction.net 'weather@home' volunteer computing network (#AUTHOR_TAG 1999;Massey et al,0
Diffusion of personalised services among Dutch municipalities: evolving channels of persuasion Paper submitted to Local Government Studies,Developing fully functional E government A four stage model,"Various authors have argued that various 'stages' or 'levels of maturity' can be discerned in electronic service delivery (#AUTHOR_TAG and Lee, 2001;Anderson and Henriksen, 2005), ranging from public organisations offering one-way transmission of static information, through organisations offering online transactions, to organisations offering integrated services (which incorporate information from sources external to the organisation and through which the citizen may interact in the first place)",0
Ethical focal points in the international practice of deep brain stimulation Ethical Focal Points in the International Practice of Deep Brain Stimulation,Training chart in movement disorders surgery added competence,"First, 60% of the centers operate 20 or less patients per year, although 20 patients per year are considered to be the minimum quantity for DBS training centers ( #AUTHOR_TAG et al",5
"From Implications to Dimensions: Science, Medicine and Ethics in Society",Against the ethicists On the evils of ethical regulation,"Moreover, the attention of STS researchers to bioethics can, to an extent, be viewed as symptomatic of a wider debate within the social sciences about ethics regulation (see [10,#AUTHOR_TAG])",0
Co-designing Cards on Social Issues for Creating Educational Games,The PLEX Cards and its techniques as sources of inspiration when designing for playfulness (PDF Download Available,(2016) applied cards to create innovative ways to teach mathematics; #AUTHOR_TAG and Arrasvuori (2013) to support the design for playfulness; both Golembewski and Selby (2010) and Roubira (2008) used cards as an inspiration tool to define and explore preliminary design ideas; and Halskov and Dalsg��__rd (2006) to explore how to apply technology to concepts from domain studies.In Deng et al,0
The effect of time-dependent macromolecular crowding on the kinetics of protein aggregation: a simple model for the onset of age-related neurodegenerative disease,Alterations in total content and solubility characteristics of proteins in rat brain and liver during aging and centrophenoxine treatment,"At the same time, gerontological studies have revealed a gradual reduction in the water content of aging tissue, including brain tissue [13][14]#AUTHOR_TAG[16], which is equivalent to an increase in the total macromolecular concentration in the aqueous compartments of these tissues.In the following section we review simple models for the effect of excluded volume (""crowding"") upon the kinetics of solubility loss and fiber formation",0
A Review of Psychometric Data Analysis and Applications,Test Your IQ,"Cognitive Ability: How It Is Measured and Its Correlation with Academic PerformanceCognitive ability tests were originally developed to identify low academic achievers (Jensen, 1981;#AUTHOR_TAG, 1980)",0
Safe Concurrency Introduction through Slicing,Paraphrasing Generating Parallel Programs Using Refactoring,"In particular, Wrangler's API and DSL support for scripting is used in ParTE to build refactorings #AUTHOR_TAG, whereas RefactorErl's program analysis support is used to find parallelisable code candidates",1
"Voice, (inter-)subjectivity, and real time recurrent interaction",Toward a mechanistic psychology of dialogue,"Live conversational partners become entangled not only in ways that fit a linguistic description (lexical priming, syntactic biasing, phonological, and phonetic imitation, #AUTHOR_TAG and Garrod, 2004), but in a host of subtle ways that have hitherto been treated of as non-linguistic",1
The effect of time-dependent macromolecular crowding on the kinetics of protein aggregation: a simple model for the onset of age-related neurodegenerative disease,Protein and water contents of aging brain,"At the same time, gerontological studies have revealed a gradual reduction in the water content of aging tissue, including brain tissue [13][14][15]#AUTHOR_TAG, which is equivalent to an increase in the total macromolecular concentration in the aqueous compartments of these tissues.",4
Reversing autism by targeting downstream mTOR signaling A commentary on Autism-related deficits via dysregulated eIF4E-dependent translational control,The autistic neuron troubled translation ,"Synaptic dysfunction caused by aberrant protein synthesis is a key pathogenic mechanism for ASDs ( #AUTHOR_TAG and Bear, 2008;Richter and Klann, 2009;Ebert and Greenberg, 2013)",0
Enabling Informed Decision Making through Mobile Technologies: A Challenge for Software Engineering,Requirements Engineering Challenges in Market driven Software Development An Interview Study with Practitioners,"These approaches complement classical market-driven requirements elicitation methods ( #AUTHOR_TAG et al., 2007)",5
Integration of audio-visual information for spatial decisions in children and adults,Vision A Computational Investigation into the Human Representation and Processing of Visual Information,"Such mechanisms need to be understood at several distinct levels of analysis -for example, following #AUTHOR_TAG's (1982) influential formulation, both the algorithms used for sensory processing and their ""biophysical"" underpinnings need to be understood, which can be considered to provide separate (albeit inter-related) levels ofIntegration of audio-visual information p",3
Morpho-syntactic processing of Arabic plurals after aphasia: dissecting lexical meaning from morpho-syntax within word boundaries,External Evidence and the Semitic Root,"Most roots in Arabic are made up of three consonants which are referred to as triliteral roots or consonantal roots (Zabbal, 2002;#AUTHOR_TAG, 2006)",0
Routine Mental Health Outcome Measurement in the UK Running title: RCOM in the UK,Inflation Depression and Economic Policy in the West,"#AUTHOR_TAG's Law (briefly, any measure that becomes a target ceases to be a measure (#AUTHOR_TAG, 1981)) was also ignored so that the outcomes of education in the UK in the 21st century remain essentially unknown",1
Using search transitions to study searchers investment of effort experiences with client and server side logging,Search Procedures in the Library Analysed from the Cognitive Point of View,"INTRODUCTION Numerous studies have been performed on searchers' interaction with IR systems, in non-web systems #AUTHOR_TAG[2][3], but in particular with the advent of the Web [4][5][6]",0
"WHAT DETERMINES CARPOOLING TO WORKPLACES IN BELGIUM: LOCATION, ORGANISATION, OR PROMOTION?",Travel plans do they work ,"Finally, involving the private sector also reduces the burden of transport policies on the public budget (Cairns et al., 2008;Roby, 2010;#AUTHOR_TAG, 2002).",5
Governing the research-care divide in clinical biobanking: Dutch perspectives,Managing incidental findings and research results in genomic research involving biobanks and archived data sets,"For instance, #AUTHOR_TAG and others consider that ""findings that are analytically valid, reveal an established and substantial risk of a serious health condition, and are clinically actionable should generally be offered to consenting contributors""( #AUTHOR_TAG et al",0
"A case of ""order insensitivity""? Natural and artificial language processing in a man with primary progressive aphasia",Does the mastery of center embedded linguistic structures distinguish humans from nonhuman primates ,"There is strong evidence, including from self-reports after the experiment, that participants who learn non-configurational properties do so by counting and comparing the number of stimuli of each class, and participants without syntactic disorder more consistently attend to configurational (order) than nonconfigurational (counting) structure (de Vries, Monaghan, Knecht, &amp; Zwitserlood, 2008;Hochmann, Azadpour, &amp; Mehler, 2008;#AUTHOR_TAG &amp; Rey, 2005;)",0
Governing the research-care divide in clinical biobanking: Dutch perspectives,When experiments travel clinical trials and the global search for human subjects,"In medical sociology and STS the relationships between research and care have been explored in a number of ways, particularly through addressing the ways in which medical uncertainties are dealt with by practitioners and researchers (Fox 1997;Timmermans and Angell 2001;Alderson 2014); the consequences of intertwining research and care at the level of clinical practice (Lwy 1996;Timmermans 2010;Wadmann and Hoeyer 2014); the role of clinical trials as a constitutive component of clinical cancer care ( Keating and Cambrosio 2012); as well as the ways in which changing practices and processes of research and drug development affect the organization and practice of clinical care and public health (Fisher 2009;#AUTHOR_TAG 2009)",0
